time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,cycle,class
464,42.0,2.55,11.25,2.86,21.25,2.77,0,0
465,35.5,1.5,21.0,3.67,18.0,2.55,0,0
466,36.25,2.17,16.5,1.12,15.33,5.31,0,0
467,37.5,3.2,19.0,2.45,20.25,2.86,0,0
468,38.25,1.92,16.67,4.19,21.0,2.16,0,0
469,42.33,1.25,11.0,3.74,21.67,0.94,0,0
470,34.5,4.39,12.33,2.05,14.25,7.79,0,0
471,34.5,1.5,21.67,0.94,15.33,2.36,0,0
472,36.0,0.0,19.5,1.5,22.0,2.45,0,0
473,37.5,1.5,17.5,7.26,23.0,1.41,0,0
474,38.75,1.09,15.5,5.55,21.75,2.49,0,0
475,41.75,1.79,12.25,1.09,18.0,4.64,0,0
476,38.0,2.55,18.25,2.17,20.0,4.74,0,0
477,36.0,0.0,19.0,1.41,13.67,1.25,0,0
478,37.0,1.73,17.75,0.43,22.5,0.87,0,0
1,41.25,1.3,8.5,1.12,20.75,0.83,1,0
2,44.0,1.41,12.67,2.36,17.25,2.86,1,0
3,35.25,4.32,14.0,4.55,17.25,3.7,1,0
4,33.0,2.12,17.0,1.41,15.0,4.55,1,0
5,35.25,5.89,16.25,3.03,14.75,5.63,1,0
6,34.5,4.39,9.5,1.8,19.25,2.05,1,0
7,41.5,1.5,12.33,3.77,17.75,2.49,1,0
8,42.25,0.43,13.67,2.87,16.67,1.89,1,0
9,35.25,3.77,14.5,4.92,17.25,3.27,1,0
10,31.0,1.87,20.33,0.94,17.0,0.0,1,0
11,33.33,3.68,16.5,4.03,13.67,1.25,1,0
12,35.75,4.09,14.75,2.49,17.5,4.97,1,0
13,41.0,1.41,10.0,1.63,21.25,1.09,1,0
14,42.25,0.43,14.25,2.28,15.25,3.77,1,0
15,35.75,3.27,15.25,2.17,19.0,2.0,1,0
16,33.0,0.0,17.0,1.0,16.75,2.77,1,0
17,36.5,2.87,14.25,4.92,13.5,5.02,1,0
18,32.5,4.15,12.33,5.25,18.25,3.56,1,0
19,40.67,1.25,13.5,1.5,20.0,2.55,1,0
20,42.25,0.43,12.75,4.49,16.0,3.0,1,0
21,34.5,4.5,19.25,1.3,20.25,4.55,1,0
22,30.75,1.3,19.33,1.7,13.33,1.25,1,0
23,35.0,3.67,14.5,6.06,13.25,2.17,1,0
24,39.33,0.47,13.33,3.09,18.5,1.5,1,0
25,41.33,0.94,12.0,4.06,19.0,1.41,1,0
26,42.25,0.43,15.25,3.49,18.0,2.55,1,0
27,33.0,3.0,17.0,3.67,20.0,1.63,1,0
28,31.67,1.89,17.67,2.05,17.25,3.96,1,0
29,32.75,3.27,19.25,2.68,15.0,0.82,1,0
30,34.5,3.2,15.5,4.92,19.0,2.74,1,0
31,40.33,1.25,14.0,3.74,22.0,1.41,1,0
32,43.5,1.5,13.75,2.77,14.5,7.37,1,0
33,35.75,4.55,15.75,2.59,14.75,4.32,1,0
34,33.5,1.5,19.25,1.48,14.33,2.87,1,0
35,36.0,3.67,14.67,6.94,15.0,2.16,1,0
36,34.75,4.55,12.0,2.94,20.25,2.49,1,0
37,40.5,1.12,14.0,2.12,19.5,1.5,1,0
38,42.0,0.0,12.33,4.92,17.33,1.25,1,0
39,33.0,2.45,20.33,2.87,17.0,6.36,1,0
40,33.75,1.3,20.75,0.43,13.25,2.49,1,0
41,35.25,5.26,14.25,3.49,15.75,2.49,1,0
42,38.75,1.79,16.0,2.16,16.75,0.83,1,0
43,40.75,1.3,13.0,6.0,14.75,2.17,1,0
44,39.0,2.45,18.0,2.16,20.33,3.86,1,0
45,34.33,3.09,21.0,1.87,10.0,0.82,1,0
46,36.0,3.67,17.0,2.12,16.0,0.82,1,0
47,34.75,5.76,14.67,3.09,18.0,0.0,1,0
48,40.75,1.09,13.5,1.8,19.5,1.5,1,0
49,43.5,1.5,15.33,2.49,19.5,1.66,1,0
50,34.33,6.13,10.5,3.77,16.33,3.4,1,0
51,33.75,1.3,19.5,1.12,17.33,4.5,1,0
52,34.0,4.32,14.33,5.19,14.67,4.03,1,0
53,35.33,2.49,14.67,2.62,16.0,1.58,1,0
54,41.0,2.16,12.0,4.9,19.25,2.49,1,0
55,44.0,1.22,16.25,2.38,14.0,5.7,1,0
56,39.0,2.24,16.5,3.35,19.0,4.42,1,0
57,35.25,2.86,23.0,1.22,13.0,7.71,1,0
58,33.75,3.27,18.0,3.67,11.25,3.11,1,0
59,35.5,3.35,11.0,1.0,19.5,1.5,1,0
60,40.5,1.5,6.0,3.0,16.5,1.5,1,0
61,42.8,1.47,13.67,1.89,18.8,2.04,1,0
62,34.0,5.96,11.0,0.0,13.5,3.84,1,0
63,30.67,1.7,16.75,2.59,20.0,0.82,1,0
64,33.8,5.49,11.0,6.44,16.0,2.74,1,0
65,38.33,1.7,14.25,3.11,20.33,0.94,1,0
66,39.33,2.05,9.33,4.92,18.25,2.49,1,0
67,42.25,0.43,19.5,1.5,17.25,3.77,1,0
68,33.33,2.05,21.67,2.62,19.25,3.03,1,0
69,32.75,2.17,24.0,0.0,11.5,0.87,1,0
70,35.0,4.53,20.5,1.8,17.75,3.7,1,0
71,36.75,2.49,12.0,2.24,18.25,1.09,1,0
72,41.0,1.22,11.5,2.87,19.75,1.09,1,0
73,41.25,1.3,10.33,4.71,16.5,4.56,1,0
74,36.0,1.87,19.33,2.36,18.75,3.11,1,0
75,33.0,0.0,17.67,2.62,9.0,5.34,1,0
76,35.25,4.76,14.0,7.52,18.25,2.17,1,0
77,37.75,2.77,14.67,5.44,18.67,2.05,1,0
78,43.25,1.48,11.5,4.5,19.0,1.0,1,0
79,39.5,3.77,11.0,4.64,13.5,2.29,1,0
80,33.75,1.3,18.75,1.3,16.5,3.2,1,0
81,33.0,0.0,16.0,1.22,8.67,4.71,1,0
82,36.25,4.02,14.5,2.5,9.5,5.89,1,0
83,35.75,3.83,14.0,1.22,17.0,1.0,1,0
84,40.0,0.82,12.0,3.27,17.25,0.83,1,0
85,42.5,0.5,10.0,2.12,16.25,3.7,1,0
86,35.25,4.32,13.0,4.36,20.0,1.22,1,0
87,32.0,1.73,18.5,1.12,19.75,1.64,1,0
88,36.0,5.61,14.0,1.87,17.25,1.3,1,0
89,32.5,4.77,14.25,2.28,21.0,2.24,1,0
90,42.0,1.87,20.33,2.49,20.5,1.66,1,0
91,40.5,4.5,16.5,2.06,17.75,4.71,1,0
92,33.0,2.12,14.75,2.77,18.0,1.41,1,0
93,33.0,4.12,17.75,5.36,16.75,2.86,1,0
94,34.5,7.02,14.75,7.15,15.0,8.34,1,0
95,39.5,1.5,13.0,4.74,20.0,1.22,1,0
96,43.5,1.5,14.75,4.09,16.5,2.29,1,0
97,34.75,5.4,17.0,4.24,21.25,2.68,1,0
98,31.75,1.09,19.0,1.22,14.75,4.55,1,0
99,33.75,4.44,12.25,6.02,15.75,3.9,1,0
100,37.0,2.35,12.75,5.54,20.25,2.49,1,0
101,41.5,1.5,12.0,0.0,20.67,0.47,1,0
102,39.75,5.76,9.0,6.48,16.75,5.17,1,0
103,32.0,1.22,12.75,3.03,17.25,3.9,1,0
104,29.67,2.05,15.75,0.83,16.33,1.7,1,0
105,37.33,3.86,10.33,7.04,14.0,4.74,1,0
106,39.0,0.0,14.33,0.94,18.75,1.3,1,0
107,41.75,1.09,15.33,2.49,19.25,1.3,1,0
108,40.0,2.74,11.33,3.3,17.0,3.0,1,0
109,33.5,2.87,17.25,0.83,18.0,2.12,1,0
110,35.0,5.1,14.0,4.0,16.0,3.54,1,0
111,37.5,2.69,14.33,3.3,19.25,1.3,1,0
112,42.75,1.48,9.67,1.7,18.67,1.7,1,0
113,41.0,4.74,11.75,5.36,13.0,3.81,1,0
114,33.75,1.3,13.0,6.36,17.5,2.87,1,0
115,32.25,2.49,15.75,1.48,16.0,1.41,1,0
116,34.0,6.0,15.67,3.09,19.75,2.17,1,0
117,40.0,1.73,12.25,1.79,21.25,0.43,1,0
118,43.75,1.64,12.75,1.92,21.75,1.48,1,0
119,36.0,4.24,14.25,1.3,15.5,3.28,1,0
120,33.0,2.12,16.25,1.3,15.0,7.58,1,0
121,36.25,3.9,13.25,4.44,16.33,2.05,1,0
122,37.25,3.63,13.67,3.68,18.0,1.41,1,0
123,42.5,0.87,11.75,5.63,17.75,0.43,1,0
124,38.75,6.83,14.0,1.41,16.5,4.03,1,0
125,32.33,0.94,12.67,0.47,15.67,1.7,1,0
126,30.0,1.63,16.5,1.12,17.67,5.44,1,0
127,37.33,3.09,11.0,3.27,12.33,8.38,1,0
128,36.25,3.63,12.25,5.21,18.0,2.12,1,0
129,41.25,1.09,14.67,2.05,17.5,1.12,1,0
130,39.25,5.36,7.33,3.09,16.25,3.03,1,0
131,33.0,2.12,16.5,1.66,18.0,1.87,1,0
132,34.25,3.42,15.0,2.55,17.0,2.35,1,0
133,34.0,5.34,12.0,3.67,20.0,1.22,1,0
134,41.25,1.3,13.33,2.36,17.33,1.7,1,0
135,41.0,2.55,9.0,0.0,18.75,2.05,1,0
136,34.0,2.12,10.67,1.89,17.0,4.97,1,0
137,34.25,4.6,17.75,0.43,15.75,2.49,1,0
138,36.67,3.3,12.0,3.54,17.5,1.5,1,0
139,38.67,0.47,14.33,2.62,16.25,1.09,1,0
140,39.75,1.3,12.67,3.3,17.5,2.29,1,0
141,39.5,5.5,12.25,4.44,15.5,3.64,1,0
142,32.5,2.87,16.25,2.38,17.75,2.17,1,0
143,34.75,3.03,17.67,2.05,15.0,3.0,1,0
144,32.0,5.66,16.0,2.0,20.33,0.94,1,0
145,38.67,0.47,13.67,0.94,19.0,1.41,1,0
146,42.0,0.0,12.25,3.27,20.0,1.41,1,0
147,34.25,5.17,14.5,1.5,16.0,2.16,1,0
148,31.0,1.41,17.25,2.86,18.0,1.0,1,0
149,31.75,4.84,16.33,1.89,17.6,2.06,1,0
150,38.67,0.47,14.0,1.58,19.0,0.82,1,0
151,41.5,0.87,11.75,3.9,18.25,1.48,1,0
152,39.75,2.49,12.25,0.43,16.0,4.42,1,0
153,35.67,2.05,18.0,2.94,18.75,2.49,1,0
154,33.75,1.3,18.25,3.11,15.0,3.08,1,0
155,35.25,3.56,18.0,0.71,18.0,1.87,1,0
156,39.25,1.64,11.33,2.05,20.25,0.83,1,0
157,43.5,1.5,11.0,3.27,18.33,1.25,1,0
158,38.0,2.12,16.75,4.92,17.5,4.39,1,0
159,35.25,2.49,16.25,3.7,11.5,3.57,1,0
160,33.0,7.78,11.67,4.03,20.5,0.5,1,0
161,39.25,1.09,12.4,2.65,19.0,1.9,1,0
162,41.5,0.87,17.33,0.94,17.67,1.25,1,0
163,39.5,4.92,14.25,1.92,14.5,7.57,1,0
164,35.0,1.87,15.75,3.34,14.75,1.48,1,0
165,32.0,3.74,15.75,1.92,16.67,1.25,1,0
166,35.75,2.49,15.25,2.59,16.0,2.74,1,0
167,38.0,1.22,13.5,1.5,18.5,1.5,1,0
168,40.67,1.25,14.0,1.41,15.75,5.12,1,0
169,39.0,5.79,13.33,0.94,14.5,2.69,1,0
170,32.75,2.05,18.25,2.38,15.0,1.87,1,0
171,31.75,10.47,15.5,2.29,17.25,3.27,1,0
172,36.75,2.86,15.5,2.5,18.75,1.92,1,0
173,42.25,1.79,12.5,1.5,19.75,3.27,1,0
174,39.75,5.76,9.5,4.92,16.75,4.76,1,0
175,32.25,1.3,17.5,2.6,15.75,3.34,1,0
176,33.75,3.27,17.25,2.17,13.25,1.64,1,0
177,34.75,3.49,11.0,1.41,16.75,3.42,1,0
178,38.67,2.05,13.33,1.89,17.5,1.12,1,0
179,42.0,0.71,14.0,2.55,18.75,1.92,1,0
180,35.0,4.74,16.0,3.0,19.0,2.55,1,0
181,33.0,0.0,19.25,1.3,15.75,4.09,1,0
182,36.25,2.95,15.75,2.77,11.25,3.7,1,0
183,33.0,2.45,11.5,4.03,17.67,0.47,1,0
184,40.0,1.22,13.0,1.0,17.0,1.41,1,0
185,42.25,0.43,11.0,4.18,16.0,1.41,1,0
186,36.0,4.9,10.5,5.32,18.33,2.05,1,0
187,31.33,1.25,18.25,0.43,17.67,2.36,1,0
188,32.33,4.03,17.67,4.03,16.0,3.74,1,0
189,36.0,4.24,13.0,2.94,15.25,1.92,1,0
190,39.0,0.0,13.67,1.25,16.0,1.58,1,0
191,40.75,1.48,12.75,2.86,17.5,2.18,1,0
192,39.0,6.96,9.5,4.92,14.25,3.77,1,0
193,32.5,0.5,16.5,2.29,17.25,1.3,1,0
194,33.5,2.6,15.0,2.24,13.5,2.06,1,0
195,35.5,2.69,12.67,4.71,19.5,0.5,1,0
196,42.0,0.82,13.0,0.82,22.75,1.09,1,0
197,43.5,2.6,14.25,1.48,17.5,3.35,1,0
198,34.75,4.21,19.0,1.41,15.75,3.96,1,0
199,33.5,1.5,19.33,0.47,16.0,1.41,1,0
200,30.33,7.85,19.0,3.56,10.67,4.64,1,0
201,35.75,3.49,15.0,3.56,15.0,3.67,1,0
202,42.67,1.7,13.0,2.83,21.5,2.29,1,0
203,40.5,5.02,11.33,1.25,12.33,4.78,1,0
204,33.0,2.45,14.75,2.77,20.33,2.62,1,0
205,31.25,1.3,18.5,0.5,19.75,2.68,1,0
206,38.0,4.97,12.67,4.03,17.0,1.22,1,0
207,35.0,2.92,14.5,1.12,17.25,2.49,1,0
208,41.0,1.22,11.0,4.74,19.5,1.5,1,0
209,42.0,0.0,13.0,2.55,13.5,3.84,1,0
210,35.0,3.94,12.67,1.7,16.75,2.68,1,0
211,30.75,0.83,16.75,0.43,20.25,3.11,1,0
212,34.0,5.61,9.75,6.61,13.33,6.65,1,0
213,36.75,1.3,12.0,3.0,17.25,1.3,1,0
214,39.25,2.17,15.0,2.55,19.25,2.49,1,0
215,38.5,6.1,13.67,2.36,12.67,6.18,1,0
216,32.0,1.73,7.0,0.82,15.0,3.08,1,0
217,34.75,3.03,16.5,2.69,18.0,2.74,1,0
218,34.0,5.61,9.25,3.49,18.0,1.63,1,0
219,37.5,0.5,10.67,1.25,19.67,1.25,1,0
220,41.2,1.72,14.8,2.48,20.5,1.5,1,0
221,38.33,5.91,9.67,1.7,18.0,1.41,1,0
222,32.0,1.22,15.0,0.0,18.5,1.5,1,0
223,33.0,5.2,17.0,2.74,16.5,2.96,1,0
224,35.75,4.49,13.67,1.25,17.0,3.67,1,0
225,38.5,1.5,15.75,3.56,17.0,3.54,1,0
226,41.5,1.5,15.0,2.16,16.33,2.36,1,0
227,35.25,4.44,9.67,5.56,17.0,1.41,1,0
228,34.25,2.38,16.5,1.5,15.5,2.06,1,0
229,32.33,7.13,12.5,4.15,13.33,2.49,1,0
230,38.0,1.22,9.25,2.86,20.75,2.49,1,0
231,42.25,0.43,11.25,3.9,21.0,0.0,1,0
232,42.0,0.0,13.33,1.25,14.75,5.36,1,0
233,36.5,2.29,10.5,5.02,17.0,2.24,1,0
234,33.75,2.28,18.5,1.5,16.25,1.3,1,0
235,33.25,5.76,11.5,6.42,19.5,1.5,1,0
236,37.5,1.12,12.75,3.27,20.0,1.22,1,0
237,41.5,1.5,11.0,5.24,18.25,1.79,1,0
238,33.0,5.39,10.67,3.86,16.0,3.74,1,0
239,33.5,1.5,18.0,0.0,20.0,1.73,1,0
240,34.75,5.85,17.5,3.77,14.5,3.84,1,0
241,33.5,2.5,9.33,3.68,19.67,1.25,1,0
242,40.0,0.82,7.33,3.3,20.5,0.5,1,0
243,41.67,0.47,15.5,0.5,18.25,3.63,1,0
244,38.0,2.12,10.67,3.3,15.25,1.79,1,0
245,33.67,3.3,16.5,1.66,18.0,0.0,1,0
246,36.25,4.82,13.0,3.0,16.0,2.45,1,0
247,37.0,3.39,13.5,2.69,18.5,1.8,1,0
248,41.5,2.18,15.33,0.47,19.0,0.0,1,0
249,43.33,1.25,9.5,4.5,17.0,3.74,1,0
250,31.0,1.22,12.75,2.86,18.25,0.43,1,0
251,31.25,1.3,18.5,0.87,17.25,2.86,1,0
252,36.5,4.03,14.5,0.5,15.0,3.67,1,0
253,38.0,0.82,8.5,1.5,20.0,1.73,1,0
254,42.0,0.0,11.33,2.05,22.0,1.0,1,0
255,39.4,4.18,10.5,4.39,17.67,1.89,1,0
256,35.0,2.12,10.67,2.36,16.25,6.53,1,0
257,30.0,1.63,8.33,4.92,14.5,6.65,1,0
258,34.25,1.79,9.5,4.27,16.0,3.67,1,0
259,39.25,1.64,12.0,3.08,16.25,3.49,1,0
260,43.25,1.79,15.0,2.12,12.25,2.86,1,0
261,35.33,4.78,12.5,2.5,23.0,1.0,1,0
262,34.0,1.41,15.67,1.7,18.67,2.62,1,0
263,34.5,5.17,15.0,2.55,13.25,5.02,1,0
264,38.0,1.22,14.0,2.74,17.5,2.29,1,0
265,42.33,0.47,12.0,2.0,19.25,1.3,1,0
266,42.67,1.7,11.25,5.45,19.33,1.25,1,0
267,32.0,0.82,7.5,3.35,16.75,3.83,1,0
268,31.75,3.27,14.75,1.48,16.0,2.74,1,0
269,33.5,4.15,14.75,4.71,14.25,2.17,1,0
270,40.25,1.09,12.0,0.71,14.0,2.45,1,0
271,42.0,1.22,10.75,2.38,18.25,2.17,1,0
272,35.33,4.78,11.0,1.0,20.0,0.0,1,0
273,30.5,1.5,13.75,1.09,16.0,2.74,1,0
274,29.25,4.66,16.0,4.55,12.0,3.27,1,0
275,36.67,3.3,18.5,2.29,19.33,5.25,1,0
276,42.75,3.34,12.25,2.77,16.25,2.05,1,0
277,34.0,3.74,13.33,1.25,16.0,2.0,1,0
278,33.0,0.0,15.0,2.45,15.0,2.45,1,0
279,35.2,2.23,14.5,2.29,13.2,2.93,1,0
280,28.33,1.7,15.5,1.66,16.0,2.83,1,0
281,40.2,1.6,15.67,2.62,16.6,3.01,1,0
282,43.5,1.5,5.67,3.4,22.0,1.0,1,0
283,34.67,5.25,11.75,4.97,14.0,1.41,1,0
284,33.0,0.0,15.0,2.45,16.0,4.24,1,0
285,34.0,7.35,17.67,3.68,19.0,2.55,1,0
286,36.75,1.3,12.33,1.89,12.67,8.99,1,0
287,41.25,1.3,10.75,1.79,11.0,5.24,1,0
288,42.5,0.87,16.5,2.6,11.5,5.12,1,0
289,36.0,2.24,14.67,2.05,11.33,6.8,1,0
290,32.33,0.47,21.25,2.38,20.0,0.82,1,0
291,34.75,6.46,17.67,2.87,20.25,1.48,1,0
292,38.0,1.22,13.25,3.77,18.5,2.5,1,0
293,42.67,0.94,15.67,0.94,17.75,4.71,1,0
294,39.25,4.71,14.5,2.29,15.0,1.87,1,0
295,33.5,1.5,20.75,1.64,19.0,2.12,1,0
296,33.25,6.22,15.75,5.26,16.0,2.55,1,0
297,35.75,2.28,11.0,1.73,19.0,4.06,1,0
298,41.75,1.79,19.5,1.5,19.25,2.68,1,0
299,40.25,3.19,14.5,2.29,16.75,0.83,1,0
300,33.0,2.12,14.25,3.49,21.0,3.08,1,0
301,32.5,2.18,19.75,2.77,13.75,4.26,1,0
302,31.0,4.69,10.25,4.92,14.5,6.5,1,0
303,39.25,1.09,14.5,4.09,15.5,2.6,1,0
304,38.0,3.67,14.0,2.0,15.5,1.5,1,0
305,31.75,1.64,16.25,4.26,20.0,3.24,1,0
306,32.33,3.3,20.25,3.63,15.33,5.25,1,0
307,30.5,4.33,14.5,2.87,14.75,4.87,1,0
308,38.75,2.17,13.5,3.2,15.0,2.12,1,0
309,35.67,4.03,14.0,2.94,16.75,3.27,1,0
310,34.5,1.5,21.0,2.35,20.75,0.83,1,0
311,32.25,4.44,16.25,5.31,19.67,1.25,1,0
312,34.75,3.49,12.25,5.89,18.0,0.0,1,0
313,40.0,1.22,16.75,5.97,21.25,1.92,1,0
314,43.5,1.5,16.0,6.04,20.0,5.1,1,0
315,34.5,4.5,19.5,2.6,23.5,1.5,1,0
316,33.0,2.12,21.0,2.45,21.67,1.25,1,0
317,30.0,3.67,18.25,4.44,23.25,1.92,1,0
318,39.33,0.47,18.5,3.57,17.0,3.74,1,0
319,44.0,0.71,15.5,2.96,21.25,1.92,1,0
320,36.67,2.62,17.0,1.41,17.25,4.97,1,0
321,34.5,1.5,21.0,3.0,18.0,3.08,1,0
322,31.25,1.3,17.0,5.61,21.5,2.29,1,0
323,27.0,9.49,18.0,3.0,19.67,4.78,1,0
324,42.0,1.41,15.75,1.92,21.25,3.11,1,0
325,42.75,2.49,18.25,3.63,12.75,2.49,1,0
326,36.5,2.29,12.5,4.97,18.25,2.17,1,0
327,35.25,2.17,8.67,4.92,20.67,0.47,1,0
328,32.0,5.0,17.75,6.26,20.0,1.0,1,0
329,41.5,1.12,17.0,0.0,24.5,1.5,1,0
330,44.33,0.47,16.5,3.91,17.0,3.0,1,0
331,36.0,5.52,15.33,2.87,13.5,8.62,1,0
332,33.0,0.0,16.75,2.49,19.25,2.86,1,0
333,34.67,2.05,17.33,4.99,21.0,3.67,1,0
334,35.0,4.24,15.25,4.02,17.0,4.53,1,0
335,41.25,0.83,17.75,2.17,19.25,7.12,1,0
336,41.75,1.79,16.33,3.09,12.0,2.45,1,0
337,37.0,1.58,14.0,5.66,20.5,3.77,1,0
338,35.67,0.47,19.5,2.96,21.0,1.41,1,0
339,35.75,2.49,20.75,3.27,19.0,2.74,1,0
340,40.8,1.6,19.0,2.74,22.6,1.62,1,0
341,43.0,0.0,18.5,1.5,20.33,1.7,1,0
342,34.5,3.64,18.5,3.35,20.5,2.29,1,0
343,32.33,0.94,15.33,2.05,22.0,1.22,1,0
344,33.25,5.21,18.5,2.18,19.75,3.42,1,0
345,38.0,1.41,20.33,3.77,17.75,2.86,1,0
346,43.25,1.48,12.25,4.92,21.0,3.67,1,0
347,42.0,2.12,16.0,1.22,18.5,6.58,1,0
348,35.5,2.18,14.33,1.7,22.25,2.49,1,0
349,35.0,2.74,21.0,1.0,18.67,3.3,1,0
350,37.0,4.64,17.33,5.25,21.0,2.24,1,0
351,43.25,1.09,15.0,2.12,23.5,0.5,1,0
352,45.0,0.0,19.0,1.0,18.5,1.5,1,0
353,36.25,4.92,13.33,1.89,19.5,3.35,1,0
354,33.75,1.3,20.0,1.58,19.75,5.12,1,0
355,36.0,1.87,19.25,3.7,20.0,2.92,1,0
356,35.5,4.5,17.75,3.7,18.5,4.72,1,0
357,41.25,0.83,18.67,1.7,23.33,1.7,1,0
358,43.33,1.25,17.67,0.47,20.0,4.06,1,0
359,39.75,5.26,14.5,3.84,15.5,7.16,1,0
360,33.5,1.5,14.0,2.16,16.25,6.02,1,0
361,32.0,2.74,18.0,2.12,18.75,1.79,1,0
362,30.25,5.63,16.75,2.77,16.0,6.96,1,0
363,41.75,0.43,12.0,4.12,20.25,5.4,1,0
364,40.5,1.8,14.0,2.0,16.0,3.74,1,0
365,36.75,1.48,12.33,2.87,22.25,1.3,1,0
366,33.0,0.0,17.0,1.41,20.67,0.47,1,0
367,36.75,0.83,17.5,4.33,17.75,3.49,1,0
368,39.33,1.25,17.0,3.74,21.0,2.12,1,0
369,42.25,0.43,12.5,1.5,19.25,5.21,1,0
370,38.75,2.17,12.25,3.56,18.0,3.0,1,0
371,36.67,1.7,13.75,1.64,16.67,1.89,1,0
372,34.75,2.17,17.5,6.34,16.0,1.41,1,0
373,29.25,6.5,16.75,3.27,15.5,4.72,1,0
374,41.33,0.47,16.0,3.67,20.33,2.87,1,0
375,40.0,2.35,12.33,5.25,17.5,7.92,1,0
376,33.75,1.3,13.33,2.05,18.0,2.83,1,0
377,31.5,3.35,14.67,0.47,16.33,4.19,1,0
378,33.75,3.9,18.0,3.54,14.25,2.86,1,0
379,41.75,0.83,18.75,3.27,20.5,1.5,1,0
380,43.5,2.06,6.33,4.03,14.0,4.3,1,0
381,34.0,5.66,13.0,3.32,17.0,7.87,1,0
382,32.5,0.5,20.75,0.43,18.0,2.12,1,0
383,31.25,5.36,12.5,8.14,11.0,1.73,1,0
384,38.0,1.41,17.5,5.5,13.67,1.89,1,0
385,41.5,0.87,17.33,0.47,21.0,2.55,1,0
386,41.25,1.3,16.0,1.87,18.75,3.56,1,0
387,34.75,3.7,16.25,8.41,20.75,3.9,1,0
388,33.0,2.12,21.75,1.3,14.75,2.38,1,0
389,34.25,4.76,15.25,5.72,15.25,2.17,1,0
390,39.33,0.47,19.5,1.5,18.75,1.92,1,0
391,41.67,0.47,16.0,1.87,16.33,3.09,1,0
392,41.5,0.87,13.5,1.5,14.0,2.0,1,0
393,37.33,0.94,19.75,6.5,24.67,1.7,1,0
394,32.5,0.5,24.0,2.24,18.75,5.12,1,0
395,33.25,6.61,19.75,2.77,18.25,2.17,1,0
396,40.0,0.82,20.0,2.45,17.75,4.71,1,0
397,42.25,0.43,18.0,1.22,14.5,5.68,1,0
398,37.75,2.49,17.25,4.32,18.5,5.94,1,0
399,33.0,0.0,24.0,1.22,16.25,2.59,1,0
400,34.25,5.45,15.0,10.03,17.67,2.05,1,0
401,35.75,4.09,17.5,3.57,17.0,5.48,1,0
402,41.5,0.87,15.0,4.3,19.5,4.15,1,0
403,41.0,3.0,15.0,1.63,11.75,2.86,1,0
404,34.25,2.49,23.0,2.0,17.0,4.0,1,0
405,33.5,1.5,22.75,1.09,13.5,8.08,1,0
406,31.33,6.6,20.0,3.74,21.0,0.0,1,0
407,38.67,0.47,14.5,3.5,15.0,2.45,1,0
408,43.5,1.12,15.75,1.48,18.0,4.24,1,0
409,37.75,3.42,16.75,1.79,16.5,3.35,1,0
410,35.0,2.16,19.25,2.38,20.5,3.5,1,0
411,34.25,4.6,19.0,1.87,14.75,2.95,1,0
412,31.33,3.4,16.33,3.09,14.75,2.38,1,0
413,39.5,1.5,17.0,3.56,14.33,6.8,1,0
414,43.75,1.3,12.75,3.27,18.0,0.0,1,0
415,35.25,4.44,20.5,4.77,19.5,3.91,1,0
416,35.0,1.41,22.5,4.5,12.33,2.87,1,0
417,30.5,7.3,20.25,3.42,11.0,5.79,1,0
418,40.0,1.22,19.25,3.7,18.75,3.56,1,0
419,44.0,1.22,14.75,4.44,20.0,2.35,1,0
420,35.25,4.44,16.33,3.09,23.0,0.0,1,0
421,32.0,2.55,25.0,1.0,20.75,1.79,1,0
422,32.0,2.74,19.0,2.45,14.5,3.77,1,0
423,38.33,1.7,17.5,2.6,18.5,2.69,1,0
424,42.75,1.09,12.0,6.98,18.5,2.06,1,0
425,44.25,1.3,12.75,0.83,14.33,2.05,1,0
426,36.33,5.31,17.25,4.82,15.67,4.5,1,0
427,34.0,2.83,24.67,1.25,21.25,2.17,1,0
428,30.25,6.61,16.75,5.07,16.75,1.64,1,0
429,38.5,1.5,18.25,3.49,15.0,8.57,1,0
430,43.67,1.25,14.67,3.4,21.5,0.87,1,0
431,39.25,4.26,12.0,2.92,20.75,1.79,1,0
432,33.75,2.49,22.5,2.6,22.75,1.3,1,0
433,33.25,1.79,22.0,1.0,16.0,3.0,1,0
434,33.25,2.95,18.0,4.9,15.0,3.0,1,0
435,36.5,6.73,18.5,0.5,14.5,5.41,1,0
436,43.0,1.22,16.0,2.35,12.75,5.36,1,0
437,35.25,4.32,22.33,2.36,18.75,3.27,1,0
438,34.25,1.3,23.67,0.47,11.0,6.16,1,0
439,33.5,6.02,16.0,10.61,18.33,3.3,1,0
440,36.0,4.24,16.5,1.5,17.5,1.5,1,0
441,43.5,1.66,18.33,2.05,17.25,3.9,1,0
442,43.5,1.8,16.25,5.45,14.5,2.87,1,0
443,37.67,1.25,18.75,4.71,21.33,2.87,1,0
444,34.0,1.41,23.67,0.47,20.0,3.61,1,0
445,34.5,3.35,19.0,5.43,18.5,2.29,1,0
446,34.5,6.18,14.75,5.58,14.0,4.55,1,0
447,41.25,1.3,17.75,2.28,13.0,8.49,1,0
448,42.5,1.5,14.0,5.66,15.67,5.44,1,0
449,37.0,1.58,23.0,2.35,19.5,4.97,1,0
450,31.5,2.6,24.25,1.79,17.5,1.5,1,0
